device_id,identity,bank,device_fingerprint,gpu_renderers,screen,os,browser,ips,ip,ua_browser,ua_browser_version,ua_os,ua_os_version,ua_is_mobile,ua_is_pc,country,city,region,timezone,org,connection_type,connection_detail,risk_score
10645de7-f771-4b97-8dc4-c2de4d3cd9ec,0007f265568f1abc1da791e852877df2047b3af9,Bank8,No data,-,"(780, 360, 24)",Android ,Chrome Mobile WebView 77.0.3865,['213.234.222.26'],213.234.222.26,Chrome Mobile WebView,77.0.3865,Android,-,True,False,Russia,Novosibirsk,Novosibirsk Oblast,Asia/Novosibirsk,"AS16345 PJSC ""Vimpelcom""",direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['188.170.82.48'],188.170.82.48,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Saint Petersburg,St.-Petersburg,Europe/Moscow,AS31213 PJSC MegaFon,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['213.87.129.24'],213.87.129.24,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Moscow,Moscow,Europe/Moscow,AS8359 MTS PJSC,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['188.170.81.95'],188.170.81.95,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Saint Petersburg,St.-Petersburg,Europe/Moscow,AS31213 PJSC MegaFon,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['188.170.80.169'],188.170.80.169,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Saint Petersburg,St.-Petersburg,Europe/Moscow,AS31213 PJSC MegaFon,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['213.87.135.50'],213.87.135.50,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Moscow,Moscow,Europe/Moscow,AS8359 MTS PJSC,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,"['213.87.149.20', '213.87.137.100']",213.87.137.100,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Moscow,Moscow,Europe/Moscow,AS8359 MTS PJSC,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,"['213.87.149.20', '213.87.137.100']",213.87.149.20,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Moscow,Moscow,Europe/Moscow,AS8359 MTS PJSC,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,['188.170.73.158'],188.170.73.158,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Saint Petersburg,St.-Petersburg,Europe/Moscow,AS31213 PJSC MegaFon,direct,Directly Compromised,100
cdaa8673-164d-44a7-80a0-99cd4cfe3818,0007f265568f1abc1da791e852877df2047b3af9,Bank11,69DBFA5B34C4E9919A68738F94D85DD59F35E968,-,"(720, 360, 24)",Android 8.1.0,Chrome Mobile WebView 79.0.3945,"['213.87.131.205', '213.87.133.204']",213.87.133.204,Chrome Mobile WebView,79.0.3945,Android,8.1.0,True,False,Russia,Moscow,Moscow,Europe/Moscow,AS8359 MTS PJSC,direct,Directly Compromised,100
